condition,response,row_number,index_observation,index_utterance,id
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",0,26,66
0,"['most', 'none', 'right']","[9, 9, 0, 0, 0]",14,16,66
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,66
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,66
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,66
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,66
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,66
0,"['all', 'some', 'wrong']","[9, 9, 9, 3, 3]",13,27,66
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,66
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,66
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,29,66
0,"['most', 'some', 'wrong']","[12, 12, 3, 3, 3]",10,19,66
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,66
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,66
1,"['some', 'all', 'right']","[12, 12, 12, 0, 0]",18,14,66
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,66
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,66
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",17,15,66
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,66
0,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,24
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,24
0,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,24
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,24
0,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,24
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,24
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,24
0,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,24
0,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,24
0,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",2,12,24
0,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,24
0,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,24
0,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,24
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",15,24,24
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,24
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,24
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,24
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,29,53
0,"['all', 'some', 'wrong']","[9, 9, 9, 3, 3]",13,27,53
1,"['most', 'some', 'right']","[12, 12, 3, 0, 0]",11,18,53
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,53
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,53
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,53
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,53
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,53
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,53
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",0,26,53
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,53
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,53
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,53
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",17,15,53
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,53
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,53
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,53
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,53
0,"['most', 'none', 'right']","[12, 12, 0, 0, 0]",4,16,53
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,70
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",3,6,70
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,70
0,"['some', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,13,70
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,70
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",13,6,70
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,70
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,70
0,"['none', 'all', 'right']","[3, 3, 0, 0, 0]",12,6,70
0,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,70
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,70
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,70
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,70
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,70
1,"['most', 'most', 'wrong']","[0, 0, 0, 0, 0]",15,21,70
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,70
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",8,20,70
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,47
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,47
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,47
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,47
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,47
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,47
1,"['all', 'some', 'right']","[12, 12, 3, 3, 3]",10,26,47
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",3,6,47
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,47
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,47
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",8,20,47
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,47
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,47
1,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",13,26,47
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",0,26,47
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,47
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,47
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,47
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,47
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,52
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,52
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,52
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,52
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",15,6,52
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,52
0,"['some', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,13,52
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,21,52
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,13,52
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,52
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",2,12,52
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,52
0,"['some', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,13,52
1,"['some', 'all', 'right']","[12, 12, 12, 0, 0]",18,14,52
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,52
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,52
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,52
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,52
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,52
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,52
1,"['some', 'some', 'right']","[12, 12, 12, 0, 0]",18,10,43
1,"['some', 'some', 'right']","[9, 9, 9, 0, 0]",2,10,43
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,43
0,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",3,20,43
1,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",17,10,43
0,"['some', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,13,43
0,"['most', 'some', 'right']","[12, 12, 3, 3, 3]",10,18,43
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,43
1,"['most', 'most', 'wrong']","[9, 9, 0, 0, 0]",14,21,43
1,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,43
1,"['some', 'some', 'right']","[12, 12, 9, 0, 0]",5,10,43
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,43
0,"['some', 'most', 'right']","[12, 12, 12, 3, 3]",8,12,43
0,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",16,20,43
0,"['most', 'most', 'wrong']","[3, 3, 0, 0, 0]",12,21,43
0,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,43
0,"['most', 'some', 'wrong']","[9, 9, 3, 3, 3]",0,19,43
1,"['most', 'some', 'wrong']","[9, 9, 9, 3, 3]",13,19,43
0,"['some', 'some', 'right']","[12, 12, 9, 3, 3]",9,10,43
1,"['most', 'most', 'wrong']","[12, 12, 0, 0, 0]",4,21,43
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,29,49
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,49
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,49
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,49
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",3,6,49
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,49
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,49
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",15,6,49
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,49
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,49
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,49
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,49
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,49
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,49
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,19,49
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,49
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,49
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",13,6,49
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,49
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,49
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,11
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,11
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,11
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,11
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,11
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",6,28,11
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,11
0,"['some', 'all', 'right']","[12, 12, 12, 12, 12]",1,14,11
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",11,21,11
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",13,13,11
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,11
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,11
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,11
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,29,11
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",0,26,11
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,11
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,11
1,"['some', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,15,11
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,11
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,11
0,"['some', 'some', 'right']","[9, 9, 3, 3, 3]",0,10,14
1,"['most', 'most', 'right']","[12, 12, 12, 3, 3]",8,20,14
0,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,14
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,14
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,14
0,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",14,10,14
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,14
0,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",19,18,14
0,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,14
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",15,24,14
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,14
1,"['some', 'most', 'right']","[12, 12, 3, 3, 3]",10,12,14
0,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,14
0,"['most', 'most', 'right']","[12, 12, 12, 0, 0]",18,20,14
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,14
0,"['some', 'most', 'right']","[12, 12, 0, 0, 0]",4,12,14
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,14
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,14
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,14
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,14
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,18
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,18
1,"['most', 'some', 'wrong']","[9, 9, 3, 0, 0]",17,19,18
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,18
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,18
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",11,15,18
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",15,6,18
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,18
1,"['some', 'some', 'wrong']","[3, 3, 3, 3, 3]",7,11,18
1,"['some', 'some', 'wrong']","[12, 12, 0, 0, 0]",4,11,18
1,"['none', 'all', 'right']","[3, 3, 0, 0, 0]",12,6,18
0,"['some', 'some', 'wrong']","[12, 12, 3, 3, 3]",10,11,18
0,"['most', 'some', 'right']","[12, 12, 12, 12, 12]",1,18,18
0,"['some', 'some', 'right']","[12, 12, 12, 9, 9]",16,10,18
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,18
0,"['some', 'some', 'wrong']","[12, 12, 12, 0, 0]",18,11,18
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",2,12,72
1,"['some', 'some', 'wrong']","[0, 0, 0, 0, 0]",15,11,72
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,72
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,72
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,72
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",17,12,72
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,13,72
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,72
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,72
1,"['some', 'most', 'right']","[12, 12, 9, 3, 3]",9,12,72
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,72
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,72
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,72
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",13,12,72
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,72
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,72
0,"['some', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,13,72
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",12,23,72
0,"['some', 'all', 'right']","[12, 12, 12, 12, 12]",1,14,72
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",3,20,72
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,67
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",17,15,67
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",0,26,67
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,67
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,67
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,67
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,13,67
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,67
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,67
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,67
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",11,15,67
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",4,14,67
1,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",13,26,67
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,67
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,67
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",15,6,67
0,"['most', 'most', 'wrong']","[9, 9, 0, 0, 0]",14,21,67
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,67
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",3,6,67
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,67
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,21
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,21
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,21
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,21
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,21
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",2,12,21
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",18,15,21
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,21
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,21
0,"['none', 'all', 'right']","[9, 9, 3, 3, 3]",0,6,21
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,21
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,21
1,"['some', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,15,21
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,21
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,21
1,"['none', 'all', 'right']","[3, 3, 3, 3, 3]",7,6,21
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,21
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,11,21
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,21,21
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,33
0,"['none', 'all', 'right']","[3, 3, 3, 3, 3]",7,6,33
1,"['most', 'most', 'wrong']","[9, 9, 0, 0, 0]",14,21,33
0,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,33
1,"['some', 'all', 'right']","[12, 12, 12, 0, 0]",18,14,33
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",12,23,33
0,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,33
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,33
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",2,15,33
1,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",8,14,33
0,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,33
0,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,33
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,33
0,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,33
1,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",17,10,33
1,"['most', 'some', 'right']","[9, 9, 9, 3, 3]",13,18,33
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,33
1,"['some', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,15,33
0,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,33
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,33
0,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,51
0,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",3,20,51
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",12,23,51
1,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",0,21,51
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,51
0,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,51
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,51
0,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,51
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",19,21,51
0,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,51
0,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",5,14,51
1,"['some', 'most', 'wrong']","[9, 9, 3, 0, 0]",17,13,51
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,51
0,"['some', 'most', 'right']","[12, 12, 9, 3, 3]",9,12,51
1,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",13,26,51
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,51
1,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",14,23,51
0,"['some', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,15,51
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,51
1,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",8,14,51
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",8,22,2
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",17,27,2
0,"['most', 'some', 'wrong']","[12, 12, 3, 0, 0]",11,19,2
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,2
0,"['all', 'most', 'right']","[12, 12, 12, 12, 12]",1,28,2
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",9,20,2
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,2
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,2
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,2
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",19,18,2
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,2
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,2
0,"['all', 'most', 'wrong']","[3, 3, 0, 0, 0]",12,29,2
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,2
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,19,2
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",16,28,2
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,2
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",14,23,2
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",3,27,2
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",0,26,2
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",12,10,19
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",0,12,19
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",14,23,19
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",2,20,19
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",18,22,19
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,19
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",15,31,19
1,"['most', 'some', 'right']","[3, 3, 3, 3, 3]",7,18,19
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,19
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",19,18,19
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",10,21,19
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,19
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",13,20,19
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",6,19,19
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,19
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,19
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",16,22,19
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",5,15,19
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",17,15,19
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",11,15,19
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",1,30,27
0,"['most', 'none', 'right']","[12, 12, 0, 0, 0]",4,16,27
0,"['some', 'none', 'right']","[12, 12, 12, 0, 0]",18,8,27
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",6,20,27
0,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",3,28,27
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",10,14,27
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,27
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",7,29,27
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",13,12,27
0,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",15,24,27
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",19,10,27
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",11,14,27
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",8,13,27
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",5,20,27
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",14,12,27
1,"['none', 'all', 'right']","[3, 3, 0, 0, 0]",12,6,27
1,"['most', 'some', 'right']","[9, 9, 3, 3, 3]",0,18,27
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",15,6,35
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",7,26,35
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",11,15,35
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",16,11,35
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",9,13,35
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",4,23,35
